X1,X2,y
-1.296599582931307,1.7058422724363962,-1.0
2.075079381447263,0.6938654689814945,-1.0
1.1291581575765792,2.777903614096128,-1.0
1.1188032918294952,-2.461864571734136,-1.0
0.965923800420843,0.4459562758850977,-1.0
-1.5583592286126966,1.580821022879558,-1.0
1.7809357933843886,1.3216852066207885,-1.0
0.31084452753554515,1.9079282748499862,-1.0
-1.751419049273868,0.02586849442994757,-1.0
0.48929689692626555,5.665390843959267,-1.0
-2.2684516592468618,-2.2917180824942402,-1.0
1.0585457105010314,0.3078135454195524,-1.0
-0.5928314399810526,0.37717303666364244,-1.0
2.7472707545690107,-1.087773169515826,-1.0
0.12435085079004354,-1.3303648674522999,-1.0
1.2255879356653532,-0.3188452157017574,-1.0
-2.085394915247158,-2.245991018394776,-1.0
-0.34402554126409834,0.7138459552519351,-1.0
0.10903546523596523,-0.47077904061320003,-1.0
-0.05811229369703419,-0.23603539156565767,-1.0
-0.07918901593471077,-3.197786792586079,-1.0
-1.46017949831646,1.7054009713184424,-1.0
1.1551946869241494,1.7671657500767801,-1.0
-2.4981879891171666,-0.8151020255453261,-1.0
-0.4328737557846424,1.7557376204934791,-1.0
-2.0655474881828204,-0.19638787024182724,-1.0
-0.16915762462746875,2.6107451331677947,-1.0
0.9215844329443634,-0.19875920952605847,-1.0
-1.1287205265596851,-0.579347860958782,-1.0
1.0403794433270086,1.3995429381091131,-1.0
-2.3079713873433034,0.49112206887242404,-1.0
-0.15560838381357045,1.2603951690450919,-1.0
0.9988779636047762,-0.11729864867314788,-1.0
-2.097971817843785,0.7089894602991196,-1.0
1.330811219657569,-3.3514752903007157,-1.0
-0.42586367975311656,-1.8310297714306134,-1.0
4.455906969604936,2.88750514262719,1.0
4.074663508093849,5.579660205712563,1.0
3.877297536725233,4.216389685095335,1.0
1.7406113584227696,4.941183994794538,1.0
3.8943202979801015,4.353246512338401,1.0
1.7369906560770347,2.096343887007418,1.0
5.015565347055818,2.629925966070778,1.0
6.2534287126663015,5.215129945196878,1.0
3.303411902654266,1.5822319579116753,1.0
3.3344142864519117,0.6836860480578948,1.0
2.333003550995151,2.492291067825996,1.0
2.523767915830628,3.8831897077453164,1.0
5.207411117022991,2.960777021838874,1.0
-0.8476790926374036,5.366171665578426,1.0
7.3323730020713285,3.444982017880805,1.0
3.468640297732537,6.782527358637588,1.0
5.051640970804039,4.619825901858823,1.0
7.230916149793114,3.083538339853263,1.0
4.968178079807332,2.1108574549703856,1.0
3.3500225661091694,6.055390167303163,1.0
3.3711962520541547,4.823915016411038,1.0
3.477007188098281,-0.37662241810342323,1.0
3.3483073636252483,4.400995105033876,1.0
1.569761798369189,4.801606599531797,1.0
4.339619571719398,3.6319632072979458,1.0
4.900156954548403,6.126861990537774,1.0
4.341984429277384,3.4601994165802483,1.0
3.9553755193114277,5.890031274624883,1.0
7.9383480845053,5.124714229355801,1.0
5.769474809093896,3.4228838503049834,1.0
3.555479280229595,4.336836693289934,1.0
5.157658178785516,6.458499970163478,1.0
3.6357505709003783,0.8250930463550521,1.0
6.357825512163082,5.724412556693166,1.0
2.906258953169599,3.7650937591057803,1.0
4.5715560930592005,4.81031168230359,1.0
5.405490297761764,5.384207615674075,1.0
4.602625070925885,2.4641631645318673,1.0
3.362850100518944,2.729905082739881,1.0
4.433634718834218,2.8234701363235195,1.0
3.32177940669242,2.8611700579103463,1.0
4.626752550405724,2.6971177445684815,1.0
3.138776495463462,3.248753440909069,1.0
5.265065054291451,3.6752148533253517,1.0
5.863541877173256,5.817798485594029,1.0
5.424537282729619,7.533107727416615,1.0
3.833481175438597,3.5074841910247327,1.0
0.9583659055872056,4.0682296730300385,1.0
3.460755368172487,5.617715223667674,1.0
4.742272184133159,3.7405389880187685,1.0
2.44678801423948,3.6421923478809677,1.0
1.7118118036977397,3.5923532689157867,1.0
3.8054471991472876,5.995584927995332,1.0
4.143797968479234,5.592639470941032,1.0
7.025620081618081,4.027476466378638,1.0
4.776832115348405,2.130985444727384,1.0
4.807714962217402,3.4378903654647144,1.0
6.351436602410372,3.7981636493838495,1.0
2.3857292422929177,5.690370439444284,1.0
4.2334123992925035,2.070701141256379,1.0
3.6252167917237594,2.6221218140139366,1.0
2.9662421733200066,8.625943709972557,1.0
6.017176175327984,-1.8587092864644927,1.0
1.9735013122282434,3.7978531778856954,1.0
5.213299122943152,4.583804427021082,1.0
3.3405966633584865,5.220635494563275,1.0
2.6055396757210003,4.553028604418043,1.0
2.650780894571688,5.202400482470045,1.0
0.13725257651091471,5.280325632358422,1.0
4.6253833074124415,4.7674087109580885,1.0
2.326618578534623,5.467736531936918,1.0
6.168386166871889,0.6467155538285634,1.0
2.3780721950447834,2.5930213769932715,1.0
4.594190374039397,3.9192516983423435,1.0
1.660422232625828,3.1042024094132716,1.0
1.8967620113508645,4.435660701068611,1.0
3.6739145336429453,4.210201215925363,1.0
5.3223160714925575,3.3276117370312193,1.0
5.2534686774330535,1.348951021350913,1.0
5.741870909969813,8.005405530078937,1.0
6.136578168703126,3.230997018991814,1.0
3.9210424635392385,3.123207047526502,1.0
4.412680668464555,5.541529018352527,1.0
3.3862055639287,6.120701091039358,1.0
4.201082354911724,4.584727331092013,1.0
2.7100568767320445,6.6673254998603655,1.0
0.9486086983723248,1.9940108578415234,1.0
3.1202650962118903,0.6152834230494517,1.0
4.061117383853135,2.8070850268950736,1.0
4.046954881509945,2.6630737402192906,1.0
6.114430729225264,2.701231267883097,1.0
5.7849302035064225,4.673182388827886,1.0
1.538534480219445,5.035551370370019,1.0
4.1858846633522155,1.1488459524958805,1.0
4.995582549803235,1.054719079091782,1.0
5.681082533149358,5.408639322221564,1.0
4.77583515204753,2.312165938927636,1.0
4.08487037966659,3.161684669017074,1.0
6.855290261200889,6.552670224213152,1.0
5.185027458468492,6.2886944748100575,1.0
